Name,Extension,Size_MB,RelativePath,WebsiteCategory,Subcategory,PlannedUse,TargetFolder
aksesoris_mobil_dealer_suzuki6e3b.png,.png,0.185,cms.suzukihyperlocal.com\aksesoris_mobil_dealer_suzuki6e3b.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
ball_joint_dealer_suzuki4761.jpg,.jpg,0.058,cms.suzukihyperlocal.com\ball_joint_dealer_suzuki4761.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
bearingd3af.jpg,.jpg,0.082,cms.suzukihyperlocal.com\bearingd3af.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
bensin6068.jpg,.jpg,0.161,cms.suzukihyperlocal.com\bensin6068.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
berkendara-aman-di-musim-hujan-agar-tenang-sampai-tujuan_thumb72b9.png,.png,0.339,cms.suzukihyperlocal.com\berkendara-aman-di-musim-hujan-agar-tenang-sampai-tujuan_thumb72b9.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
buhing_arm_mobil_rusak_dealer_suzukicb03.png,.png,0.215,cms.suzukihyperlocal.com\buhing_arm_mobil_rusak_dealer_suzukicb03.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
cara-membersihkan-velg-mobil27ea.jpg,.jpg,0.062,cms.suzukihyperlocal.com\cara-membersihkan-velg-mobil27ea.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
cara-mudah-bersihkan-dashboard-tanpa-harus-ke-salon-mobil-p0irSOtzSM35b4.jpg,.jpg,0.089,cms.suzukihyperlocal.com\cara-mudah-bersihkan-dashboard-tanpa-harus-ke-salon-mobil-p0irSOtzSM35b4.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
cara_mengkilapkan_cat_mobil_dealer_suzukie1ae.jpg,.jpg,0.079,cms.suzukihyperlocal.com\cara_mengkilapkan_cat_mobil_dealer_suzukie1ae.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
defogger_dealer_suzuki69a7.jpg,.jpg,0.113,cms.suzukihyperlocal.com\defogger_dealer_suzuki69a7.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
dongkrak-hidrolikdd86.jpg,.jpg,0.075,cms.suzukihyperlocal.com\dongkrak-hidrolikdd86.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
E_PMAgcVIAAJX4Z-Recovered-Recovered73be.jpg,.jpg,0.483,cms.suzukihyperlocal.com\E_PMAgcVIAAJX4Z-Recovered-Recovered73be.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
filter_dryer_ac_mobil_dealer_suzukia40e.png,.png,0.42,cms.suzukihyperlocal.com\filter_dryer_ac_mobil_dealer_suzukia40e.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
fuel_filter_dealer_suzukia41a.jpg,.jpg,0.419,cms.suzukihyperlocal.com\fuel_filter_dealer_suzukia41a.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
fuel_pump_mobil_dealer_suzuki2190.JPG,.jpg,0.027,cms.suzukihyperlocal.com\fuel_pump_mobil_dealer_suzuki2190.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
fungsi_bumper_mobil_Dealer_suzukib314.jpg,.jpg,0.124,cms.suzukihyperlocal.com\fungsi_bumper_mobil_Dealer_suzukib314.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
fungsi_cairan_engine_flush_dealer_suzuki135c.png,.png,0.231,cms.suzukihyperlocal.com\fungsi_cairan_engine_flush_dealer_suzuki135c.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
Fungsi_Catalytic_Converter_Dealer_suzuki6b29.JPG,.jpg,0.021,cms.suzukihyperlocal.com\Fungsi_Catalytic_Converter_Dealer_suzuki6b29.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
fungsi_distributor_mobil_dealer_suzuki8038.JPG,.jpg,0.035,cms.suzukihyperlocal.com\fungsi_distributor_mobil_dealer_suzuki8038.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
fungsi_filter_bensin_mobil_dealer_suzuki6739.png,.png,0.16,cms.suzukihyperlocal.com\fungsi_filter_bensin_mobil_dealer_suzuki6739.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
fungsi_fuse_mobil_dealer_suzuki5137.JPG,.jpg,0.028,cms.suzukihyperlocal.com\fungsi_fuse_mobil_dealer_suzuki5137.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
gejala_piston_mobil_rusak_dealer_suzuki3567.JPG,.jpg,0.028,cms.suzukihyperlocal.com\gejala_piston_mobil_rusak_dealer_suzuki3567.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
indikator_mobil2a51.png,.png,0.087,cms.suzukihyperlocal.com\indikator_mobil2a51.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
Ini_Cara_Mencegah_Kerusakan_Kaki-kaki_Mobil3b6a.webp,.webp,0.023,cms.suzukihyperlocal.com\Ini_Cara_Mencegah_Kerusakan_Kaki-kaki_Mobil3b6a.webp,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
Intake-Manifold380b.jpg,.jpg,0.07,cms.suzukihyperlocal.com\Intake-Manifold380b.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
Jenis_Pintu_Mobil_Dealer_Suzuki99f6.jpg,.jpg,0.362,cms.suzukihyperlocal.com\Jenis_Pintu_Mobil_Dealer_Suzuki99f6.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
jenis_sim_dealer_suzukiee2a.jpg,.jpg,0.06,cms.suzukihyperlocal.com\jenis_sim_dealer_suzukiee2a.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
komponen_mobil_manual_dealer_suzuki26ad.png,.png,0.164,cms.suzukihyperlocal.com\komponen_mobil_manual_dealer_suzuki26ad.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
lokasi_latihan_mobil_dealer_suzuki3db1.png,.png,0.291,cms.suzukihyperlocal.com\lokasi_latihan_mobil_dealer_suzuki3db1.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
manfaat_mobil_listrik_dealer_suzuki4687.png,.png,0.203,cms.suzukihyperlocal.com\manfaat_mobil_listrik_dealer_suzuki4687.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
menderek_mobil_mogok_dealer_suzuki972c.png,.png,0.121,cms.suzukihyperlocal.com\menderek_mobil_mogok_dealer_suzuki972c.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
mengatasi_storing_audio_mobil_dealer_suzukib152.jpg,.jpg,0.078,cms.suzukihyperlocal.com\mengatasi_storing_audio_mobil_dealer_suzukib152.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
mengemudi_dijalan_becek8bd7.jpg,.jpg,0.141,cms.suzukihyperlocal.com\mengemudi_dijalan_becek8bd7.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
menjaga-mobil-agar-tetap-amanc114.jpg,.jpg,0.06,cms.suzukihyperlocal.com\menjaga-mobil-agar-tetap-amanc114.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
merawat-pintu-mobil34bc.jpg,.jpg,0.046,cms.suzukihyperlocal.com\merawat-pintu-mobil34bc.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
minyak-rem1edd.jpg,.jpg,0.041,cms.suzukihyperlocal.com\minyak-rem1edd.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
mobil-suzuki-produksi-2021-kini-dilengkapi-alat-pemadam-api-ringan_thumb22aa.png,.png,0.066,cms.suzukihyperlocal.com\mobil-suzuki-produksi-2021-kini-dilengkapi-alat-pemadam-api-ringan_thumb22aa.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
parkir_mobil_matic_dealer_suzukie6e1.png,.png,0.081,cms.suzukihyperlocal.com\parkir_mobil_matic_dealer_suzukie6e1.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
pedal_kopling_dealer_suzuki95eb.JPG,.jpg,0.029,cms.suzukihyperlocal.com\pedal_kopling_dealer_suzuki95eb.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
penyebab_bunyi_gluduk_dealer_suzuki8007.jpg,.jpg,0.049,cms.suzukihyperlocal.com\penyebab_bunyi_gluduk_dealer_suzuki8007.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
penyebab_kopling_mobil_keras_dealer_suzukib144.JPG,.jpg,0.023,cms.suzukihyperlocal.com\penyebab_kopling_mobil_keras_dealer_suzukib144.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
power_steering_mobil_dealer_suzukica1e.jpg,.jpg,0.102,cms.suzukihyperlocal.com\power_steering_mobil_dealer_suzukica1e.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
radiator_flush_dealer_suzukidd7a.png,.png,0.724,cms.suzukihyperlocal.com\radiator_flush_dealer_suzukidd7a.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
rem_cakram_Dealer_suzukiee99.JPG,.jpg,0.035,cms.suzukihyperlocal.com\rem_cakram_Dealer_suzukiee99.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
rocker_arm_dealer_suzuki83cb.jpg,.jpg,0.152,cms.suzukihyperlocal.com\rocker_arm_dealer_suzuki83cb.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
sensor_ect_dealer_suzuki_(1)8e4f.jpg,.jpg,0.018,cms.suzukihyperlocal.com\sensor_ect_dealer_suzuki_(1)8e4f.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
sistem_pengisian_mobil_dealer_suzuki06de.jpg,.jpg,0.099,cms.suzukihyperlocal.com\sistem_pengisian_mobil_dealer_suzuki06de.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
suzuki-berikan-servis-kendaraan-gratis-bagi-korban-banjir-kalimantan-selatan_thumb09f8.png,.png,0.345,cms.suzukihyperlocal.com\suzuki-berikan-servis-kendaraan-gratis-bagi-korban-banjir-kalimantan-selatan_thumb09f8.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
tachometer_mobil_suzuki_dealer_suzuki4683.jpg,.jpg,0.087,cms.suzukihyperlocal.com\tachometer_mobil_suzuki_dealer_suzuki4683.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
tanda_tombol_dashboard_bermasalah41e0.webp,.webp,0.023,cms.suzukihyperlocal.com\tanda_tombol_dashboard_bermasalah41e0.webp,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
thumbnail_GXf9a9.webp,.webp,0.048,cms.suzukihyperlocal.com\thumbnail_GXf9a9.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
tips-agar-posisi-duduk-nyaman-dan-aman-saat-berkendara_thumbce32.png,.png,0.372,cms.suzukihyperlocal.com\tips-agar-posisi-duduk-nyaman-dan-aman-saat-berkendara_thumbce32.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
transmisi_mobil_dealer_suzuki0c15.jpg,.jpg,0.151,cms.suzukihyperlocal.com\transmisi_mobil_dealer_suzuki0c15.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
Untitled-1-Recovered-Recovered-Recovered5058.jpg,.jpg,0.251,cms.suzukihyperlocal.com\Untitled-1-Recovered-Recovered-Recovered5058.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
news-1.webp,.webp,0.007,suzukitradajateng.co.id\assets\img\v2\post\news-1.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
131914304_s.jpg,.jpg,0.049,www.suzuki.co.id\uploads\image\131914304_s.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
