Name,Extension,Size_MB,RelativePath,WebsiteCategory,Subcategory,PlannedUse,TargetFolder
1785334213_6a6a09c501fc818c5.png,.png,1.193,cms.suzukihyperlocal.com\1785334213_6a6a09c501fc818c5.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334359_6a6a0a572a53096ae.png,.png,1.132,cms.suzukihyperlocal.com\1785334359_6a6a0a572a53096ae.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334371_6a6a0a633a8f98533.png,.png,0.314,cms.suzukihyperlocal.com\1785334371_6a6a0a633a8f98533.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334386_6a6a0a726c40e387b.png,.png,1.141,cms.suzukihyperlocal.com\1785334386_6a6a0a726c40e387b.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334479_6a6a0acfc3dfeb636.png,.png,0.443,cms.suzukihyperlocal.com\1785334479_6a6a0acfc3dfeb636.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334491_6a6a0adbe6b9fac99.png,.png,1.007,cms.suzukihyperlocal.com\1785334491_6a6a0adbe6b9fac99.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334503_6a6a0ae769cce6569.png,.png,0.863,cms.suzukihyperlocal.com\1785334503_6a6a0ae769cce6569.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334515_6a6a0af38835eea7d.png,.png,0.585,cms.suzukihyperlocal.com\1785334515_6a6a0af38835eea7d.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334528_6a6a0b005c9b2912f.png,.png,0.514,cms.suzukihyperlocal.com\1785334528_6a6a0b005c9b2912f.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334539_6a6a0b0b206d26789.png,.png,0.989,cms.suzukihyperlocal.com\1785334539_6a6a0b0b206d26789.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334624_6a6a0b602c456a38d.png,.png,0.647,cms.suzukihyperlocal.com\1785334624_6a6a0b602c456a38d.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334639_6a6a0b6fb584ba57a.png,.png,0.824,cms.suzukihyperlocal.com\1785334639_6a6a0b6fb584ba57a.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334779_6a6a0bfb9c2ab05cd.png,.png,0.657,cms.suzukihyperlocal.com\1785334779_6a6a0bfb9c2ab05cd.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334799_6a6a0c0f577b125f8.png,.png,0.571,cms.suzukihyperlocal.com\1785334799_6a6a0c0f577b125f8.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334847_6a6a0c3f1f21c4882.png,.png,0.481,cms.suzukihyperlocal.com\1785334847_6a6a0c3f1f21c4882.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334873_6a6a0c59adffbeeee.png,.png,0.5,cms.suzukihyperlocal.com\1785334873_6a6a0c59adffbeeee.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334902_6a6a0c76d8c44bbe0.png,.png,0.583,cms.suzukihyperlocal.com\1785334902_6a6a0c76d8c44bbe0.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334923_6a6a0c8b7ea05fae2.png,.png,0.668,cms.suzukihyperlocal.com\1785334923_6a6a0c8b7ea05fae2.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785335036_6a6a0cfcb704f03bd.png,.png,0.4,cms.suzukihyperlocal.com\1785335036_6a6a0cfcb704f03bd.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785566869_6a6d96951c15798d4.png,.png,0.287,cms.suzukihyperlocal.com\1785566869_6a6d96951c15798d4.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567056_6a6d9750e349a977d.png,.png,7.799,cms.suzukihyperlocal.com\1785567056_6a6d9750e349a977d.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567092_6a6d9774c843ae973.png,.png,7.618,cms.suzukihyperlocal.com\1785567092_6a6d9774c843ae973.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567099_6a6d977b6bfa12d61.png,.png,6.096,cms.suzukihyperlocal.com\1785567099_6a6d977b6bfa12d61.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567108_6a6d97840d3bc4479.png,.png,8.674,cms.suzukihyperlocal.com\1785567108_6a6d97840d3bc4479.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567144_6a6d97a8e51a0a480.png,.png,0.803,cms.suzukihyperlocal.com\1785567144_6a6d97a8e51a0a480.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567210_6a6d97eaf14a9b7e1.png,.png,0.544,cms.suzukihyperlocal.com\1785567210_6a6d97eaf14a9b7e1.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567211_6a6d97eb59d8289ef.png,.png,0.568,cms.suzukihyperlocal.com\1785567211_6a6d97eb59d8289ef.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567211_6a6d97ebf3b33da60.png,.png,0.508,cms.suzukihyperlocal.com\1785567211_6a6d97ebf3b33da60.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567212_6a6d97ec9d7aec907.png,.png,0.653,cms.suzukihyperlocal.com\1785567212_6a6d97ec9d7aec907.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567213_6a6d97ed6366f451f.png,.png,1.087,cms.suzukihyperlocal.com\1785567213_6a6d97ed6366f451f.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785997934_6a742a6e07c2ad75b.webp,.webp,0.179,cms.suzukihyperlocal.com\1785997934_6a742a6e07c2ad75b.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785999887_6a74320f27ff56f08.webp,.webp,0.182,cms.suzukihyperlocal.com\1785999887_6a74320f27ff56f08.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1786155183_6a7690af74b515c57.webp,.webp,0.202,cms.suzukihyperlocal.com\1786155183_6a7690af74b515c57.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1786421738_6a7aa1ea9033ee68d.webp,.webp,0.035,cms.suzukihyperlocal.com\1786421738_6a7aa1ea9033ee68d.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1786430243_6a7ac323ccdeb6e1f.webp,.webp,0.17,cms.suzukihyperlocal.com\1786430243_6a7ac323ccdeb6e1f.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1__Ertiga09209d63.jpg,.jpg,0.077,cms.suzukihyperlocal.com\1__Ertiga09209d63.jpg,ERTIGA_HYBRID,Product/color/interior,Product page + catalog,PRODUCTS/ERTIGA_HYBRID
210242439_532934317845553_2673374354614852231_n3ee6.jpg,.jpg,1.231,cms.suzukihyperlocal.com\210242439_532934317845553_2673374354614852231_n3ee6.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
248db1.jpg,.jpg,0.338,cms.suzukihyperlocal.com\248db1.jpg,ARCHIVE_UNIDENTIFIED,Unnamed/hash/timestamp asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
2721929477f81.jpg,.jpg,0.029,cms.suzukihyperlocal.com\2721929477f81.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
336a99.jpg,.jpg,0.692,cms.suzukihyperlocal.com\336a99.jpg,ARCHIVE_UNIDENTIFIED,Unnamed/hash/timestamp asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
35d061.jpg,.jpg,0.618,cms.suzukihyperlocal.com\35d061.jpg,ARCHIVE_UNIDENTIFIED,Unnamed/hash/timestamp asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
60x80-pamerran-r3-xl7-Recoveredc161.jpg,.jpg,0.921,cms.suzukihyperlocal.com\60x80-pamerran-r3-xl7-Recoveredc161.jpg,XL7_HYBRID,Product asset,Homepage hero + product page,PRODUCTS/XL7_HYBRID
61264-giias-2022-suzuki-s-pressoa192.jpg,.jpg,0.053,cms.suzukihyperlocal.com\61264-giias-2022-suzuki-s-pressoa192.jpg,S_PRESSO,Product asset,Product page + catalog,PRODUCTS/S_PRESSO
9. 360° View Camera7de1.png,.png,0.608,cms.suzukihyperlocal.com\9. 360° View Camera7de1.png,FEATURE_SAFETY,Feature/safety,Relevant product page,FEATURES_SAFETY
a355f7254db665a9b35e1897d8c561104716.jpg,.jpg,0.057,cms.suzukihyperlocal.com\a355f7254db665a9b35e1897d8c561104716.jpg,ARCHIVE_UNIDENTIFIED,Unnamed/hash/timestamp asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
air_radiator_mobil_dealer_suzuki4136.jpg,.jpg,0.044,cms.suzukihyperlocal.com\air_radiator_mobil_dealer_suzuki4136.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
air_radiator_mobil_habis_dealer_suzukie9d5.JPG,.jpg,0.035,cms.suzukihyperlocal.com\air_radiator_mobil_habis_dealer_suzukie9d5.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
aksesoris_mobil_dealer_suzuki6e3b.png,.png,0.185,cms.suzukihyperlocal.com\aksesoris_mobil_dealer_suzuki6e3b.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
ANE-BARUd40c.jpg,.jpg,1.18,cms.suzukihyperlocal.com\ANE-BARUd40c.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
ANE_CRUISE_BLACK-CRUISEd36f.webp,.webp,0.052,cms.suzukihyperlocal.com\ANE_CRUISE_BLACK-CRUISEd36f.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
Asset_1_16934.webp,.webp,0.051,cms.suzukihyperlocal.com\Asset_1_16934.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
Asset_1_17633.webp,.webp,0.09,cms.suzukihyperlocal.com\Asset_1_17633.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
auto3d82.jpg,.jpg,0.475,cms.suzukihyperlocal.com\auto3d82.jpg,ASSET_REFERENCE,Generic/technical visual,Archive/reference; not core content,ARCHIVE/REFERENCE
ball_joint_dealer_suzuki4761.jpg,.jpg,0.058,cms.suzukihyperlocal.com\ball_joint_dealer_suzuki4761.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
banner-29875.jpg,.jpg,0.327,cms.suzukihyperlocal.com\banner-29875.jpg,PROMO_HERO_BANNER,Banner/hero,Homepage/promo,HOME/PROMO
bearingd3af.jpg,.jpg,0.082,cms.suzukihyperlocal.com\bearingd3af.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
beli-xl7-dan-all-new-ertiga-di-suzuki-finance-dapatkan-potongan-3x-angsuran-dan-asuransi-banjir-gratis_thumb9cfe.png,.png,0.282,cms.suzukihyperlocal.com\beli-xl7-dan-all-new-ertiga-di-suzuki-finance-dapatkan-potongan-3x-angsuran-dan-asuransi-banjir-gratis_thumb9cfe.png,XL7_HYBRID,Product asset,Homepage hero + product page,PRODUCTS/XL7_HYBRID
bensin6068.jpg,.jpg,0.161,cms.suzukihyperlocal.com\bensin6068.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
berkendara-aman-di-musim-hujan-agar-tenang-sampai-tujuan_thumb72b9.png,.png,0.339,cms.suzukihyperlocal.com\berkendara-aman-di-musim-hujan-agar-tenang-sampai-tujuan_thumb72b9.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
best80cf.jpg,.jpg,0.23,cms.suzukihyperlocal.com\best80cf.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
bg-maina406.webp,.webp,0.119,cms.suzukihyperlocal.com\bg-maina406.webp,UI_TECHNICAL,UI/technical asset,Archive/reference; not core website content,ARCHIVE/REFERENCE
big_braket_kit_dealer_suzuki4ed3.png,.png,0.19,cms.suzukihyperlocal.com\big_braket_kit_dealer_suzuki4ed3.png,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
black-APV_ARENA4c67.webp,.webp,0.046,cms.suzukihyperlocal.com\black-APV_ARENA4c67.webp,LEGACY_PRODUCT_ARCHIVE,APV product asset,Archive only; not current primary lineup,ARCHIVE/UNPUBLISHED
Bluish_Black_Pearl-JIMNY_3-DOORS1136.webp,.webp,0.033,cms.suzukihyperlocal.com\Bluish_Black_Pearl-JIMNY_3-DOORS1136.webp,JIMNY,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
Brave-Khaki-ALL_NEW_ERTIGA6e30.webp,.webp,0.054,cms.suzukihyperlocal.com\Brave-Khaki-ALL_NEW_ERTIGA6e30.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog,PRODUCTS/ERTIGA_HYBRID
brisk_blue_metallic-JIMNY_3-DOORS12ce.webp,.webp,0.037,cms.suzukihyperlocal.com\brisk_blue_metallic-JIMNY_3-DOORS12ce.webp,JIMNY,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
buhing_arm_mobil_rusak_dealer_suzukicb03.png,.png,0.215,cms.suzukihyperlocal.com\buhing_arm_mobil_rusak_dealer_suzukicb03.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
cara-membersihkan-velg-mobil27ea.jpg,.jpg,0.062,cms.suzukihyperlocal.com\cara-membersihkan-velg-mobil27ea.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
cara-mudah-bersihkan-dashboard-tanpa-harus-ke-salon-mobil-p0irSOtzSM35b4.jpg,.jpg,0.089,cms.suzukihyperlocal.com\cara-mudah-bersihkan-dashboard-tanpa-harus-ke-salon-mobil-p0irSOtzSM35b4.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
cara_mengkilapkan_cat_mobil_dealer_suzukie1ae.jpg,.jpg,0.079,cms.suzukihyperlocal.com\cara_mengkilapkan_cat_mobil_dealer_suzukie1ae.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
Carrye522.webp,.webp,0.175,cms.suzukihyperlocal.com\Carrye522.webp,NEW_CARRY,Product/color,Product page + catalog,PRODUCTS/NEW_CARRY
CARRY_WEBSITE_NEW_(1)6385.webp,.webp,0.309,cms.suzukihyperlocal.com\CARRY_WEBSITE_NEW_(1)6385.webp,NEW_CARRY,Product/color,Product page + catalog,PRODUCTS/NEW_CARRY
chiffon_ivory_metallic-JIMNY_3-DOORS2ed7.webp,.webp,0.035,cms.suzukihyperlocal.com\chiffon_ivory_metallic-JIMNY_3-DOORS2ed7.webp,JIMNY,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
COLORINGa08e.jpg,.jpg,0.344,cms.suzukihyperlocal.com\COLORINGa08e.jpg,ASSET_REFERENCE,Generic/technical visual,Archive/reference; not core content,ARCHIVE/REFERENCE
Cool-Black-Metalic-ALL_NEW_ERTIGAd0d0.webp,.webp,0.051,cms.suzukihyperlocal.com\Cool-Black-Metalic-ALL_NEW_ERTIGAd0d0.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog,PRODUCTS/ERTIGA_HYBRID
dddddddddddddddddddddddddd3402.jpg,.jpg,0.517,cms.suzukihyperlocal.com\dddddddddddddddddddddddddd3402.jpg,ARCHIVE_UNIDENTIFIED,Unnamed/hash/timestamp asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
defogger_dealer_suzuki69a7.jpg,.jpg,0.113,cms.suzukihyperlocal.com\defogger_dealer_suzuki69a7.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
Desktop_Banner_39274.webp,.webp,0.096,cms.suzukihyperlocal.com\Desktop_Banner_39274.webp,PROMO_HERO_BANNER,Banner/hero,Homepage/promo,HOME/PROMO
dongkrak-hidrolikdd86.jpg,.jpg,0.075,cms.suzukihyperlocal.com\dongkrak-hidrolikdd86.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
DP-MALL-Xl-Recoverede411.jpg,.jpg,0.19,cms.suzukihyperlocal.com\DP-MALL-Xl-Recoverede411.jpg,PROMO,Promo,Promo section/articles,PROMO
Eksterior01-JIMNY_5-DOORS9ff4.webp,.webp,0.009,cms.suzukihyperlocal.com\Eksterior01-JIMNY_5-DOORS9ff4.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
Eksterior01_(5)6a46.webp,.webp,0.027,cms.suzukihyperlocal.com\Eksterior01_(5)6a46.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
Eksterior02-JIMNY_5-DOORSde6b.webp,.webp,0.006,cms.suzukihyperlocal.com\Eksterior02-JIMNY_5-DOORSde6b.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
Eksterior02_(5)0cca.webp,.webp,0.034,cms.suzukihyperlocal.com\Eksterior02_(5)0cca.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
Eksterior03-JIMNY_5-DOORS94f8.webp,.webp,0.004,cms.suzukihyperlocal.com\Eksterior03-JIMNY_5-DOORS94f8.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
Eksterior03_(4)0c2f.webp,.webp,0.018,cms.suzukihyperlocal.com\Eksterior03_(4)0c2f.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
Eksterior03_(4)b028.webp,.webp,0.015,cms.suzukihyperlocal.com\Eksterior03_(4)b028.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
Eksterior04-JIMNY_5-DOORSb1b6.webp,.webp,0.006,cms.suzukihyperlocal.com\Eksterior04-JIMNY_5-DOORSb1b6.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
Eksterior04_(4)115f.webp,.webp,0.016,cms.suzukihyperlocal.com\Eksterior04_(4)115f.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
Eksterior04_(4)f240.webp,.webp,0.015,cms.suzukihyperlocal.com\Eksterior04_(4)f240.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
Eksterior05-JIMNY_5-DOORS667d.webp,.webp,0.003,cms.suzukihyperlocal.com\Eksterior05-JIMNY_5-DOORS667d.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
Eksterior05_(3)b653.webp,.webp,0.013,cms.suzukihyperlocal.com\Eksterior05_(3)b653.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
Ertiga8d36.jpg,.jpg,0.153,cms.suzukihyperlocal.com\Ertiga8d36.jpg,ERTIGA_HYBRID,Product/color/interior,Product page + catalog,PRODUCTS/ERTIGA_HYBRID
Ertiga_(2)b248.webp,.webp,0.213,cms.suzukihyperlocal.com\Ertiga_(2)b248.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog,PRODUCTS/ERTIGA_HYBRID
ext01-JIMNY_3-DOORSb3d0.webp,.webp,0.005,cms.suzukihyperlocal.com\ext01-JIMNY_3-DOORSb3d0.webp,JIMNY,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
ext02-JIMNY_3-DOORS6a33.webp,.webp,0.004,cms.suzukihyperlocal.com\ext02-JIMNY_3-DOORS6a33.webp,JIMNY,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
ext03-JIMNY_3-DOORS8124.webp,.webp,0.005,cms.suzukihyperlocal.com\ext03-JIMNY_3-DOORS8124.webp,JIMNY,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
ext04-JIMNY_3-DOORSffe8.webp,.webp,0.004,cms.suzukihyperlocal.com\ext04-JIMNY_3-DOORSffe8.webp,JIMNY,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
ext05-JIMNY_3-DOORS5f3d.webp,.webp,0.004,cms.suzukihyperlocal.com\ext05-JIMNY_3-DOORS5f3d.webp,JIMNY,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
ext06-JIMNY_3-DOORSf7b5.webp,.webp,0.003,cms.suzukihyperlocal.com\ext06-JIMNY_3-DOORSf7b5.webp,JIMNY,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
ext07-JIMNY_3-DOORS4c2d.webp,.webp,0.007,cms.suzukihyperlocal.com\ext07-JIMNY_3-DOORS4c2d.webp,JIMNY,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
ext08-JIMNY_3-DOORS4d63.webp,.webp,0.006,cms.suzukihyperlocal.com\ext08-JIMNY_3-DOORS4d63.webp,JIMNY,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
ext09-JIMNY_3-DOORS085a.webp,.webp,0.007,cms.suzukihyperlocal.com\ext09-JIMNY_3-DOORS085a.webp,JIMNY,Product/interior/exterior/color,Product page + catalog,PRODUCTS/JIMNY
E_PMAgcVIAAJX4Z-Recovered-Recovered73be.jpg,.jpg,0.483,cms.suzukihyperlocal.com\E_PMAgcVIAAJX4Z-Recovered-Recovered73be.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
FD5kbSQVQAQ-S3Ef613.jpg,.jpg,0.078,cms.suzukihyperlocal.com\FD5kbSQVQAQ-S3Ef613.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
filter_dryer_ac_mobil_dealer_suzukia40e.png,.png,0.42,cms.suzukihyperlocal.com\filter_dryer_ac_mobil_dealer_suzukia40e.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
fitur_esp_mobil_dealer_suzukif3aa.jpg,.jpg,0.059,cms.suzukihyperlocal.com\fitur_esp_mobil_dealer_suzukif3aa.jpg,FEATURE_SAFETY,Feature/safety,Relevant product page,FEATURES_SAFETY
Frame_31550ab58.webp,.webp,0.077,cms.suzukihyperlocal.com\Frame_31550ab58.webp,ASSET_REFERENCE,Generic/technical visual,Archive/reference; not core content,ARCHIVE/REFERENCE
fuel_filter_dealer_suzukia41a.jpg,.jpg,0.419,cms.suzukihyperlocal.com\fuel_filter_dealer_suzukia41a.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
fuel_pump_mobil_dealer_suzuki2190.JPG,.jpg,0.027,cms.suzukihyperlocal.com\fuel_pump_mobil_dealer_suzuki2190.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
fungsi_bumper_mobil_Dealer_suzukib314.jpg,.jpg,0.124,cms.suzukihyperlocal.com\fungsi_bumper_mobil_Dealer_suzukib314.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
fungsi_cairan_engine_flush_dealer_suzuki135c.png,.png,0.231,cms.suzukihyperlocal.com\fungsi_cairan_engine_flush_dealer_suzuki135c.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
Fungsi_Catalytic_Converter_Dealer_suzuki6b29.JPG,.jpg,0.021,cms.suzukihyperlocal.com\Fungsi_Catalytic_Converter_Dealer_suzuki6b29.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
fungsi_distributor_mobil_dealer_suzuki8038.JPG,.jpg,0.035,cms.suzukihyperlocal.com\fungsi_distributor_mobil_dealer_suzuki8038.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
fungsi_filter_bensin_mobil_dealer_suzuki6739.png,.png,0.16,cms.suzukihyperlocal.com\fungsi_filter_bensin_mobil_dealer_suzuki6739.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
fungsi_fuse_mobil_dealer_suzuki5137.JPG,.jpg,0.028,cms.suzukihyperlocal.com\fungsi_fuse_mobil_dealer_suzuki5137.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
garasi-mobila1c5.jpg,.jpg,0.113,cms.suzukihyperlocal.com\garasi-mobila1c5.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
gejala_piston_mobil_rusak_dealer_suzuki3567.JPG,.jpg,0.028,cms.suzukihyperlocal.com\gejala_piston_mobil_rusak_dealer_suzuki3567.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
Granite-S-PRESSO950b.webp,.webp,0.055,cms.suzukihyperlocal.com\Granite-S-PRESSO950b.webp,S_PRESSO,Product asset,Product page + catalog,PRODUCTS/S_PRESSO
hero-new8d3e.webp,.webp,0.437,cms.suzukihyperlocal.com\hero-new8d3e.webp,PROMO_HERO_BANNER,Banner/hero,Homepage/promo,HOME/PROMO
hero8e3d.webp,.webp,0.402,cms.suzukihyperlocal.com\hero8e3d.webp,PROMO_HERO_BANNER,Banner/hero,Homepage/promo after visual review,HOME/PROMO
IGe026.jpg,.jpg,0.513,cms.suzukihyperlocal.com\IGe026.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
IGNIS1ab3.jpg,.jpg,0.113,cms.suzukihyperlocal.com\IGNIS1ab3.jpg,IGNIS_ARCHIVE,Archive only,Do not publish,ARCHIVE/UNPUBLISHED
IGNISS6149.jpg,.jpg,1.581,cms.suzukihyperlocal.com\IGNISS6149.jpg,IGNIS_ARCHIVE,Archive only,Do not publish,ARCHIVE/UNPUBLISHED
ignissssss355b.jpg,.jpg,0.869,cms.suzukihyperlocal.com\ignissssss355b.jpg,IGNIS_ARCHIVE,Archive only,Do not publish,ARCHIVE/UNPUBLISHED
IMG_20220727_212534_(1)5067.jpg,.jpg,1.12,cms.suzukihyperlocal.com\IMG_20220727_212534_(1)5067.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed,ARCHIVE/UNPUBLISHED
